Time,Radioactivity,WindSpeed,WindDirection,Temperature,Pressure,Humidity,ActualPower
2017/08/01 10:00:00,-0.863543788,-0.917355372,202,0.5125,0.071428571,0.782608696,3.69867
2017/08/01 10:15:00,-0.843177189,-0.933884298,207,0.516666667,0.071428571,0.760869565,3.53233
2017/08/01 10:30:00,-0.812627291,-0.933884298,214,0.520833333,0.071428571,0.739130435,2.94467
2017/08/01 10:45:00,-0.782077393,-0.950413223,225,0.525,0.071428571,0.717391304,2.52667
2017/08/01 11:00:00,-0.751527495,-0.966942149,207,0.529166667,0.071428571,0.717391304,2.78167
2017/08/01 11:15:00,-0.718940937,-0.966942149,207,0.533333333,0.071428571,0.695652174,5.09333
2017/08/01 11:30:00,-0.684317719,-0.966942149,180,0.5375,0.071428571,0.673913043,5.963
2017/08/01 11:45:00,-0.649694501,-0.950413223,135,0.541666667,0.071428571,0.673913043,4.34133
2017/08/01 12:00:00,-0.615071283,-0.933884298,135,0.55,0.071428571,0.652173913,5.49833
2017/08/01 12:15:00,-0.596741344,-0.900826446,135,0.554166667,0.071428571,0.630434783,8.55233
2017/08/01 12:30:00,-0.590631365,-0.851239669,131,0.558333333,0.071428571,0.630434783,9.691
2017/08/01 12:45:00,-0.586558045,-0.801652893,125,0.5625,0.071428571,0.608695652,10.572
2017/08/01 13:00:00,-0.582484725,-0.752066116,127,0.566666667,0.071428571,0.586956522,10.9287
2017/08/01 13:15:00,-0.560081466,-0.702479339,128,0.570833333,0.071428571,0.586956522,10.511
2017/08/01 13:30:00,-0.521384929,-0.652892562,129,0.575,0.071428571,0.586956522,10.337
2017/08/01 13:45:00,-0.484725051,-0.619834711,130,0.583333333,0.071428571,0.565217391,11.1837
2017/08/01 14:00:00,-0.446028513,-0.570247934,129,0.5875,0,0.543478261,12.7497
2017/08/01 14:15:00,-0.415478615,-0.537190083,129,0.591666667,0,0.543478261,14.1183
2017/08/01 14:30:00,-0.391038697,-0.504132231,130,0.595833333,0,0.543478261,14.4943
2017/08/01 14:45:00,-0.366598778,-0.47107438,131,0.6,-0.071428571,0.52173913,13.876
2017/08/01 15:00:00,-0.342158859,-0.421487603,131,0.604166667,-0.071428571,0.5,14.6327
2017/08/01 15:15:00,-0.342158859,-0.404958678,132,0.604166667,-0.071428571,0.5,18.3267
2017/08/01 15:30:00,-0.368635438,-0.388429752,133,0.608333333,-0.071428571,0.5,15.0167
2017/08/01 15:45:00,-0.393075356,-0.371900826,135,0.6125,-0.071428571,0.5,12.0103
2017/08/01 16:00:00,-0.419551935,-0.338842975,135,0.6125,-0.142857143,0.5,7.36733
2017/08/01 16:15:00,-0.441955193,-0.338842975,134,0.6125,-0.142857143,0.5,8.54433
2017/08/01 16:30:00,-0.460285132,-0.32231405,135,0.6125,-0.142857143,0.5,8.46467
2017/08/01 16:45:00,-0.478615071,-0.305785124,136,0.6125,-0.142857143,0.5,9.41133
2017/08/01 17:00:00,-0.49490835,-0.305785124,135,0.608333333,-0.142857143,0.5,10.506
2017/08/01 17:15:00,-0.519348269,-0.289256198,134,0.608333333,-0.142857143,0.5,9.97333
2017/08/01 17:30:00,-0.551934827,-0.289256198,134,0.604166667,-0.142857143,0.52173913,7.017
2017/08/01 17:45:00,-0.582484725,-0.289256198,134,0.6,-0.142857143,0.543478261,7.273
2017/08/01 18:00:00,-0.613034623,-0.289256198,132,0.595833333,-0.142857143,0.543478261,13.1113
2017/08/01 18:15:00,-0.651731161,-0.272727273,131,0.5875,-0.142857143,0.565217391,11.0887
2017/08/01 18:30:00,-0.698574338,-0.289256198,130,0.583333333,-0.071428571,0.586956522,4.68
2017/08/01 18:45:00,-0.745417515,-0.272727273,129,0.575,-0.071428571,0.586956522,5.17867
2017/08/01 19:00:00,-0.790224033,-0.256198347,129,0.566666667,-0.071428571,0.608695652,2.67167
2017/08/01 19:15:00,-0.83503055,-0.272727273,128,0.558333333,-0.071428571,0.630434783,0.970667
2017/08/01 19:30:00,-0.879837067,-0.272727273,126,0.554166667,-0.071428571,0.630434783,0.397
2017/08/01 19:45:00,-0.924643585,-0.256198347,125,0.55,0,0.652173913,-0.026
2017/08/01 20:00:00,-0.967413442,-0.256198347,124,0.541666667,0,0.673913043,-0.151
2017/08/01 20:15:00,-0.989816701,-0.272727273,123,0.5375,0,0.695652174,-0.128667
2017/08/01 20:30:00,-0.99389002,-0.272727273,123,0.533333333,0.071428571,0.717391304,-0.124
